PROCEDIMENTO,RN (ALTERACAO),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
TRATAMENTO CIRÚRGICO DO MEGAESÔFAGO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO MEGAESOFAGO POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUNELIZAÇÃO ESOFÁGICA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO DE BANDA GÁSTRICA POR VIDEOLAPAROSCOPIA OU VIA LAPAROTÔMICA (COM DIRETRIZ DE UTILIZAÇÃO),SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,16,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CONVERSÃO DE ANASTOMOSE GASTROJEJUNAL,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DEGASTROGASTRECTOMIA COM OU SEM VAGOTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GASTRECTOMIA COM OU SEM VAGOTOMIA/ COM OU SEM LINFADENECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GASTRECTOMIA COM OU SEM VAGOTOMIA/ COM OU SEM LINFADENECTOMIA POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GASTRECTOMIA COM RECONSTRUÇÃO JEJUNAL COM OU SEM TORACOTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GASTRECTOMIA TOTAL OU PARCIALCOM OU SEM LINFADENECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GASTROENTEROANASTOMOSE,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GASTROPLASTIA (CIRURGIA BARIÁTRICA) POR VIDEOLAPAROSCOPIA OU VIA LAPAROTÔMICA (COM DIRETRIZ DE UTILIZAÇÃO),SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,27,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GASTRORRAFIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GASTROSTOMIA CONFECÇÃO / FECHAMENTO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GASTROSTOMIA PARA QUALQUER FINALIDADE,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MEMBRANA ANTRAL - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PILOROPLASTIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
PILOROPLASTIA POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DAS VARIZES GÁSTRICAS,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VAGOTOMIA (QUALQUER TIPO),SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VAGOTOMIA SUPERSELETIVA OU VAGOTOMIA GÁSTRICA PROXIMAL POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO ABDÔMINO-PERINEAL DO RETO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO ABDÔMINO-PERINEAL DO RETO POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO DO RETO POR PROCIDÊNCIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ANOMALIA ANORRETAL - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ANORRETOMIOMECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APENDICECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APENDICECTOMIA POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APPLE-PEEL - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ATRESIA INTESTINAL - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA DE ABAIXAMENTO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA DE ABAIXAMENTO POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA DE ACESSO POSTERIOR,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CISTO MESENTÉRICO - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CISTO MESENTÉRICO - TRATAMENTO POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECTOMIA COM OU SEM COLOSTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
COLECTOMIA COM OU SEM COLOSTOMIA POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECTOMIA COM ÍLEO-RETO-ANASTOMOSE,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECTOMIA COM ILEOSTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECTOMIA COM ILEOSTOMIA POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECTOMIA COM ÍLEO-RETO-ANASTOMOSE POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO DE SONDA ENTERAL,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOSTOMIA OU ENTEROSTOMIA - CONFECÇÃO / FECHAMENTO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOTOMIA E COLORRAFIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESTORÇÃO DE VOLVO POR LAPAROTOMIA OU POR VIA ENDOSCÓPICA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DISTORÇÃO DE VOLVO POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DIVERTÍCULO DE MECKEL - EXÉRESE,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DIVERTÍCULO DE MECKEL - EXÉRESE POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DUPLICAÇÃO DO TUBO DIGESTIVO - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENTERECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENTERECTOMIA POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENTERO-ANASTOMOSE,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENTERO-ANASTOMOSE POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENTEROCOLITE NECROTIZANTE - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENTEROPEXIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
ENTEROPEXIA (QUALQUER SEGMENTO) POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENTEROTOMIA E/OU ENTERORRAFIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESPORÃO RETAL - RESSECÇÃO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESVAZIAMENTO PÉLVICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESVAZIAMENTO PÉLVICO POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FECALOMA - REMOÇÃO MANUAL,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FIXAÇÃO DO RETO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FIXAÇÃO DO RETO POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ÍLEO MECONIAL - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INVAGINAÇÃO INTESTINAL COM OU SEM RESSECÇÃO - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MÁ-ROTAÇÃO INTESTINAL - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MEGACÓLON CONGÊNITO - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MEMBRANA DUODENAL - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PÂNCREAS ANULAR - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PERFURAÇÃO DUODENAL OU DELGADO - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PILOROMIOTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCIDÊNCIA DO RETO - REDUÇÃO MANUAL,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCTOCOLECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCTOCOLECTOMIA COM RESERVATÓRIO ILEAL,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
PROCTOCOLECTOMIA POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCTOCOLECTOMIA COM RESERVATÓRIO ILEAL POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE INTESTINO DELGADO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETOSSIGMOIDECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETOSSIGMOIDECTOMIA ABDOMINAL POR VIDEOLAPAROSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ANORRETAL - RESSECÇÃO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO ANORRETAL - DRENAGEM,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO ISQUIO-RETAL - DRENAGEM,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CERCLAGEM ANAL,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORPO ESTRANHO DO RETO - RETIRADA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CRIPTECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DILATAÇÃO DO ÂNUS E/OU DO RETO,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESFINCTEROPLASTIA ANAL,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESFINCTEROTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESTENOSE ANAL - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
